,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,Company_txt,Job_State,age_of_company,python_yn,sql_yn,excel_yn,spark_yn,aws_yn,job_simp,seniority,job_state,desc_len
442,"Assistant Vice President, Data Scientist",$96K - $135K (Glassdoor est.),"Assistant Vice President, Data Scientist
New York, NY
Barclays Capital Inc.
What will you be doing?
Barclays Capital Inc. seeks Assistant Vice President, Data Scientist in New York, NY (multiple positions available):
Write Extract, Transform, Load (ETL) code to read from our data sources, and load data for analysis using source control (git; bitbucket) to version-control code contributions
Encapsulate analysis code built on the ETL code to make work reusable by the team",4.0,"Barclays
4.0","New York, NY",10000+ Employees,1690,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),96,135,115.5,Barclays,NY,333,0,0,0,0,0,data scientist,na,NY,474
443,Data Scientist,$96K - $135K (Glassdoor est.),"Incentivio is unique in the restaurant tech space. Growing 250%+ YoY, Incentivio is set to break the norms of how restaurants drive guests to their business! As restaurants continue to struggle with labor shortages, 3rd party delivery economics and juggling a complex tech stack, Incentivio’s market leading data-driven engagement and analytics platform is designed to help restaurant’s reclaim their guests, data, and brand awareness while continuing to grow and thrive!
Incentivio is a fast-growing startup that helps restaurants increase revenue and margins by owning the digital guest experience - from branded mobile apps to online ordering, loyalty, delivery, analytics, and much more. Our cloud-based platform allows restaurants to launch branded digital guest experiences in weeks, and our restaurant clients hail from all over North America - from Florida to Montreal and British Columbia to San Diego. We're looking for hard-working, self-motivated individuals to join our growing team (70+ team members) and help us make a difference in the restaurant industry!",-1.0,Incentivio,Remote,1 to 50 Employees,-1,Company - Private,unknown,unknown,Unknown / Non-Applicable,96,135,115.5,Incentivio,Remote,-1,0,0,0,0,0,data scientist,na,Remote,1072
444,Lead Data Scientist,$96K - $135K (Glassdoor est.),"Details
Department: Ascension Data Science Institute
Schedule: Full-time / Monday - Friday / Days
Location: Fully Remote

Benefits
Paid time off (PTO)
Various health insurance options & wellness plans
Retirement benefits including employer match plans
Long-term & short-term disability
Employee assistance programs (EAP)
Parental leave & adoption assistance
Tuition reimbursement
Ways to give back to your community",3.4,"Ascension
3.4",Remote,10000+ Employees,1902,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,96,135,115.5,Ascension,Remote,121,0,0,0,0,0,data scientist,senior,Remote,415
445,Data Scientist,$96K - $135K (Glassdoor est.),"Role: Data Scientist
Location: Orlando, FL
Type: Contract
Visa: Any visa except H1-B

ESSENTIAL DUTIES AND RESPONSIBILITIES:
List the job's essential or most important functions and responsibilities. Include all important aspects of the job - whether performed daily, weekly, monthly, or annually; and any that occur at irregular intervals.

Perform data mining, cleaning, and aggregation processes.
Prepare data, develop-implement-optimize data models, and conduct in-depth analyses.

Bachelor's or Master's degree inInformation Systems / Data Science / Computer Science / Statistics / Mathematics / Engineeringor a related field


3+ years of experience in a data science or related role",3.7,"INTELETECH GLOBAL INC
3.7","Altamonte Springs, FL",1 to 50 Employees,-1,Company - Private,Accounting & Tax,Financial Services,Unknown / Non-Applicable,96,135,115.5,INTELETECH GLOBAL INC,FL,-1,0,0,0,0,0,data scientist,na,FL,689
446,Data Scientist,$96K - $135K (Glassdoor est.),"LOCATION: U.S. Eastern Time Zone
Must reside in the US – preferably in the Eastern Time Zone. Remote working permitted. Must be eligible to work in the US without sponsorship now or in the future. This is a full-time position with benefits. Contractors will not be considered for this position.

Who we are:
Enterra provides solutions that leverage sophisticated machine learning, artificial intelligence (ontologies, inference engines and rules) and natural language processing to provide highly actionable insights and recommendations to business users. Today, our solutions impact just about every aspect of the products you buy at your local store – from what is available to how it is priced and even where it is placed on the shelf. Our SolaaS (Solution as a Service) solutions are deployed within private clouds – principally on Azure.",4.5,"Enterra Solutions
4.5",Remote,1 to 50 Employees,2001,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,96,135,115.5,Enterra Solutions,Remote,22,0,0,0,0,0,data scientist,na,Remote,842
447,"Data Scientist, Machine Learning",$96K - $135K (Glassdoor est.),"Aptos is a people-first blockchain on a mission to help billions of people achieve universal and fair access to decentralized assets in a safe and scalable way.
Founded by some of the original creators and maintainers that researched, designed, and built the Diem blockchain to serve this purpose, we have dedicated several years toward this mission. We believe the open-source Diem technology we have developed is an important foundation of a safe and scalable web3 world where everyone has more equitable opportunities to grow and access financial assets with lower fees and fewer intermediaries.
Aptos (Ohlone for ""The People"") encompasses our mission and ethos for why we build.
About The Role",4.0,"Aptos
4.0","Palo Alto, CA",1001 to 5000 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),96,135,115.5,Aptos,CA,8,0,0,0,0,0,data scientist,na,CA,697
448,Data Scientist,$96K - $135K (Glassdoor est.),"Requires strong understanding of statistical analysis and mathematical analysis; knowledge and understanding of data modeling and visualization; understanding of graph theory, and application of graph database and modeling; ability to develop cloud analytics and machine learning algorithms; Python scripting ability is preferred; proficient use of tools, tradecraft and databases

Our Promise
eureka offers a highly competitive total compensation package and a focus on providing our employees with the flexibility to strive for the ideal work/life balance as well as numerous social activities and support to charitable pursuits",-1.0,eureka strategic consulting,"Columbia, MD",1 to 50 Employees,-1,Company - Private,unknown,unknown,Unknown / Non-Applicable,96,135,115.5,eureka strategic consulting,MD,-1,1,0,0,0,0,data scientist,na,MD,630
449,Data Scientist,$96K - $135K (Glassdoor est.),"The Data Scientist extracts knowledge and insights from high volume, high dimensional data in order to investigate complex business problems through a range of data preparation, modeling, analysis and/or visualization techniques, which may include the use of advanced statistical analysis, algorithms, predictive modeling, experimentation and pattern recognition to create solutions that enable enhanced business performance.
Job Responsibilities
Building predictive, prescriptive, and/or optimization data models which leverage advanced algorithms, mathematical techniques, and statistics.
Consulting with business units to identify potential data science projects and gather requirements.",4.2,"Salt River Project
4.2","Phoenix, AZ",1001 to 5000 Employees,1903,Government,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 billion (USD),96,135,115.5,Salt River Project,AZ,120,0,0,0,0,0,data scientist,na,AZ,690
450,"Data Scientist, Cloud Technologies",$92K - $161K (Employer est.),"Summary
Posted: Sep 7, 2023
Weekly Hours: 40
Role Number:200499833
Imagine what you could do here. At Apple, we believe new insights have a way of becoming excellent products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just create products — they create the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world better than we found it. It takes deeply dedicated, intelligent individuals to maintain and exceed the high expectations at Apple. Cloud Technologies App Platform (AP) team is looking for an extraordinary Machine Learning engineer to join our team. You will help design and implement our machine learning strategy to take our developer experience platform to the next level and help accelerate app development inside Apple. We will be collaborating and working with multi-functional teams and applying algorithms to large-scale data.",4.2,"Apple
4.2","Austin, TX",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),92,161,126.5,Apple,TX,47,0,0,1,0,0,data scientist,na,TX,1198
451,Lead Data Scientist,$92K - $161K (Employer est.),"Job Information
Competence
Development
Level of Experience
Senior
Industry
Banking",4.5,"Rinf
4.5",Remote,201 to 500 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),92,161,126.5,Rinf,Remote,17,0,0,0,0,0,data scientist,senior,Remote,82
452,Lead Data Scientist,$92K - $161K (Employer est.),"OneSignal is a leading omnichannel customer engagement solution, powering personalized customer journeys across mobile and web push notifications, in-app messaging, SMS, and email. On a mission to democratize engagement, we enable over a million businesses to keep their users - including readers, fans, players and shoppers - engaged and up to date by delivering 12 billion messages daily.
1 in 5 new apps launches using OneSignal! We support companies in 140 countries, including Zynga, USA Today, Bitcoin.com, Eventbrite, Tribune, and many more - from startups and small businesses just getting off the ground to established companies communicating with millions of customers.
We’re venture-backed by SignalFire, Rakuten Ventures, Y Combinator, HubSpot, and BAM Elevate (read more about our recent Series C!). We offer remote work as the default option in the United States in California, New York, Pennsylvania, Texas, and Utah as well as in the UK and Singapore - with plans to expand the locations we support in the future. We also have offices in San Mateo, CA, New York City, and London, UK. Hiring in Singapore is done in partnership with a local PEO.",4.2,"OneSignal
4.2",Remote,1 to 50 Employees,2015,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,92,161,126.5,OneSignal,Remote,8,0,0,0,0,0,data scientist,senior,Remote,1160
453,2024 University Graduate - Security Data Scientist,$92K - $161K (Employer est.),"Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!

The Opportunity
The Adobe Cybersecurity Software Development Analytics team is dedicated to using the strength of data to protect our systems, inform security strategy, measure the efficacy of our defensive measures, and identify potential vulnerabilities. We are in search of a Data Scientist who is deeply passionate about harnessing big data to produce useful cybersecurity insights that inform critical security decisions. The ideal candidate will possess hands-on experience with analytics and data science, particularly in the cybersecurity realm, demonstrate exceptional quantitative analysis and technical abilities, communicate effectively, and collaborate within a multi-faceted team environment. The primary focus will be driving data science and analysis across an array of cybersecurity projects aimed at enhancing system defense and resilience. In essence, this role is tasked with answering: Where are our vulnerabilities? How can we improve our defenses? This role will be primarily oriented toward identifying patterns, anomalies, and potential threats, especially concerning individual user data and system-generated log data.

What Y ou’ll D o

A pply expertise in quantitative analysis, threat modeling, and cybersecurity techniques to deeply understand patterns and vulnerabilities within our systems interactions.

Use insights and data to inform cybersecurity strategies that enhance system integrity and safeguard data.

Monitor system security metrics daily, understand the root causes of security breaches or vulnerabilities, and offer guidance on risk forecasts.

Define and prioritize security opportunities and areas of focus based on potential threats and vulnerabilities.

Engage with various cross-functional teams (Security Operations, Threat Hunting, Incident Response, and other security teams) to fortify our defenses and enhance security resilience.

Capture, synthesize, and interpret disparate security data within the context of business objectives , identify potential threats, and explore vulnerabilities across different system segments.
What Y ou N eed to S ucce ed

3+ years of hands-on experience in quantitative analysis, preferably within the field of cyber security, threat intelligence, or risk assessment. A Ph.D. in Cyber Security Analytics or a related degree is preferred.

Experience in defining security problems, gathering relevant data, analyzing results, and crafting a compelling risk management strategy.

Strong analytical skills to decipher key security implications and business impacts.

Proficiency in querying and manipulating large datasets using SQL-like languages such as Spark SQL and programming languages such as Python, Scala, etc.

Statistical Modeling tools appropriate for security data such as R, Pandas, Jupyter Notebooks, PyTorch , or Spark ( PySpark ).

Experience with data visualization tools tailored for cyber security insights, like Tableau or Power BI.

Solid understanding of statistical modeling, machine learning, or data mining concepts, particularly as they relate to threat detection and anomaly recognition. Consistent track record of addressing security challenges using these methods.

Comfortable communicating security insights and findings to a wide range of collaborators, team members, and partners across various regions. Ability to convey complex data-driven security narratives in a clear and concise manner.

A strong sense of integrity, accompanied by a phenomenal sense of humor.

Eagerness and ambition to lead and pioneer new initiatives in the realm of cyber security.
Our compensation reflects the cost of labor across several U.S. geographic markets, and we pay differently based on those defined markets. The U.S. pay range for this position is $92,100 -- $161,100 annually. Pay within this range varies by work location and may also depend on job-related knowledge, skills, and experience. Your recruiter can share more about the specific salary range for the job location during the hiring process.

At Adobe, for sales roles starting salaries are expressed as total target compensation (TTC = base + commission), and short-term incentives are in the form of sales commission plans. Non-sales roles starting salaries are expressed as base salary and short-term incentives are in the form of the Annual Incentive Plan (AIP).

In addition, certain roles may be eligible for long-term incentives in the form of a new hire equity award.

Adobe is proud to be an Equal Employment Opportunity and affirmative action employer. We do not discriminate based on gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, veteran status, or any other applicable characteristics protected by law. Learn more.

Adobe aims to make Adobe.com accessible to any and all users. If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com or call (408) 536-3015.

Adobe values a free and open marketplace for all employees and has policies in place to ensure that we do not enter into illegal agreements with other companies to not recruit or hire each other’s employees.",4.4,"Adobe
4.4","San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$5 to $10 billion (USD),92,161,126.5,Adobe,CA,41,1,1,0,1,0,data scientist,na,CA,5921
454,Data Scientist II,$92K - $161K (Employer est.),"To apply for the Data Scientist II role please click on the iCIMS link below. The link will guide you to ConstructConnect's new Careers page portal.

Data Scientist II in Remote -US | Careers at Remote - US (icims.com)

Please do not use the apply button in the top right-hand corner, use the link above to submit your application.

Privacy Notice

Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)",3.9,"ConstructConnect, Inc
3.9","Cincinnati, OH",1001 to 5000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92,161,126.5,"ConstructConnect, Inc",OH,7,0,0,0,0,0,data scientist,na,OH,1214
455,"Lead Data Scientist, Growth",$92K - $161K (Employer est.),"Hinge Health is creating a new health care system, built around you. Accessible to 26 million members across 1,500 customers, Hinge Health is the #1 digital clinic for joint and muscle pain, delivering superior member outcomes and proven claims reductions. We pair the industry’s most advanced motion technology and wearable pain relief with a complete clinical care team of physical therapists, physicians, and board-certified health coaches to help people move beyond pain and reduce surgeries and opioid use. Hinge Health’s HingeConnect integrates with 1 million+ in-person providers to enable earlier interventions for avoidable MSK surgeries. Four in five health plans and employers with a digital MSK solution trust Hinge Health, including Land O’Lakes, L.L. Bean, Salesforce, Self-Insured Schools of California, Southern Company, State of New Jersey, US Foods, and Verizon. Learn more at http://www.hingehealth.com

Here at Hinge Health, we welcome all applicants and know a diverse team makes us better and stronger. We look for individuals who embody our leadership principles and we value varied experiences and skill sets. Beyond specific work experience, we also look for unique capabilities and skill sets that are key indicators an applicant will thrive in our fast-paced, frequently evolving environment. If this sounds like the kind of place you’d like to be part of, please apply - we would love to hear from you!",3.9,"Hinge Health
3.9","San Francisco, CA",1001 to 5000 Employees,2014,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,92,161,126.5,Hinge Health,CA,9,0,0,0,0,0,data scientist,senior,CA,1430
456,Lead Data Scientist,$92K - $161K (Employer est.),"About Extend:
Extend is modernizing the $100 billion-per-year protection plan industry using cutting-edge technology and top-notch customer service.
Our technology-forward omnichannel and API-first solution allows any merchant to offer protection plans, both online and in store, while also providing a merchant's end customers with a vastly improved and modern support experience that eliminates many of the issues customers face today with legacy underwriters. More recently, Extend also launched a shipping protection solution, covering consumers in the case of lost, damaged or stolen packages. This is further expanding the company's addressable market and value creation for merchants.
We are a venture-backed startup in downtown San Francisco led by founders who have previously had multiple successful exits. Extend simplifies the technology stack for the product and shipping protection industries.",3.2,"Extend
3.2",Remote,201 to 500 Employees,2019,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,92,161,126.5,Extend,Remote,4,0,0,0,0,0,data scientist,senior,Remote,907
457,Data Scientist Lead,$92K - $161K (Employer est.),"General Overview
Studio X is a global innovation studio accelerating the pace of energy innovation, by harnessing the spirit of innovation, collaboration, community, and a passion for pursuing what's possible. With Studio X, people are able to come together from around the world to transform the way energy innovation works. Together we can equip top talent with cutting-edge tools, data, and resources from one of the world's largest companies in order to disrupt a multi-trillion dollar industry.

Currently, Studio X is comprised of three distinct offerings:
XCover offers new ways of utilizing technology and talent to solve complex energy problems. We create pathways to accelerate results for energy projects, and enable innovation to go further, faster.",4.0,"Studio X
4.0","Austin, TX",1 to 50 Employees,2020,Subsidiary or Business Segment,Energy & Utilities,"Energy, Mining & Utilities",Unknown / Non-Applicable,92,161,126.5,Studio X,TX,3,0,0,0,0,0,data scientist,senior,TX,761
458,Data Scientist Lead,$92K - $161K (Employer est.),"Make your mark for patients

To strengthen our Global Advanced Analytics team within our Atlanta hub in Georgia, USA, we are looking for a talented individual to fill the position of: Data Scientist Lead.

In this position you will be responsible for making exceptional business impact with the use of secondary data and insights development through advanced analytics methods, enabling an increased use of data and, where applicable, reducing the necessity for building primary data. You will also be responsible for managing and implementing advanced analytics/AI projects to ensure successful delivery. You will be in charge of the ongoing operations of advanced analytics solutions to ensure that models continue to work and scale them up with additional demand and applications. You will serve as the subject matter expert for Advanced Analytics/AI capabilities in support of business needs. You will work with the Global Advanced Analytics Team Leads, Global Go to Market Teams, Integrated Insights Hub Leads, as well as business stakeholders in the Patient Value Units. Externally, you will work with payors and analytics vendors that support data science projects. The mission of this role is to deliver data-driven actionable insights from advanced analytics that create high impact patient value.",3.9,"UCB
3.9","Atlanta, GA",5001 to 10000 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,92,161,126.5,UCB,GA,-1,0,0,0,0,0,data scientist,senior,GA,1306
459,Lead Data Scientist,$92K - $161K (Employer est.),"Ready to help us transform healthcare? Bring your true colors to blue.

Position Overview:
The Data Scientist has the overall responsibility to serve as the strategic interface with assigned business units or functional area for the purpose of business analytics strategy development, solution development and service management, related to business intelligence and advanced analytics initiative. Data Scientist serves as the partner between business units and Analytics teams including Enterprise Analytics, Enterprise Architecture, IT, and Business Pillars. The Data Scientist provides highly valued strategic consulting and Data Science support and guidance through key Analytics initiatives. They proactively share knowledge of risks and opportunities to build competitive advantage and improve efficiency and effectiveness of aligned business units. They partner with business leadership and other key stakeholders to define opportunities and identify and prioritize projects based on predefined criteria such as return on customer experience, investment, productivity, efficiency, compliance and state/federal regulations.
The Data Scientist proactively serves as a “trusted analytics advisor” and is the primary Analytics Pod point of contact to business stakeholders for Data Science and Advanced Analytics related issues. The “Lead Data Scientist” focuses on strategic initiatives and planning activities for their business area. They serve a lead role in enabling the business to achieve their objectives through the effective use of analytics.

eWorker, mobile, resident.


Responsible for the development and implementation of Data Science roadmaps and to ensure successful introductions across the functional team and with customers
Work directly with aligned business partners to develop analytics for internal asset optimization to better align program performance to top outcomes
Create reusable implementations of statistical tests and models using the available technologies in the ecosystem
Work with the academic and business community to develop new techniques and to contribute to research in the area of advanced analytics on large databases
Assist in customer engagement management, requirements definition, project scoping, timeline management, and results documentation to ensure professional relationship management
Develop solution concepts and business cases for new analytical initiatives.
Perform business analysis and prepare recommendations and business plans as needed.
Translate the Data Science solution roadmap into an executable plan. Identify and document high-level business requirements and match capability needs with internal and external vendors/service providers.
Responsible for detailed data science business requirements documentation.
Create and analyze relevant information and develop recommendations that they present to various stakeholders.
Act as the key liaison across aligned functional areas, including business units, the information technology department, and outside vendors.
Possess a broad knowledge of most technical and business resources and use them to effectively coordinate team members and external resources.
Create shared vision of their respective analytical solutions and facilitate decision making.
Oversee the launch of analytical solutions and help to maximize the positive impact on the organization.
Identify, screen and evaluate new solution opportunities to address unmet (internal and external) customer needs.
Possess strong analytical skills, including an understanding of business economics and financial resources.
Utilize the appropriate technologies and ensure that customers have the solutions they need, when they need them, and in the media best suited to their requirements.
Collaborate with enterprise architecture and IT teams to ensure solution compatibility with company standards.

Education and Experience
Bachelor’s degree in Mathematics, Statistics, Engineering, or Information Technology
Experience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions
Experience in working with assignments that involve moderately complex to complex issues where the analysis of situations or data requires an in-depth evaluation of variable factors
Requires knowledge of R, Python or SAS. (or other similar open source technologies)
At least 5 years of related experience
Advanced Tableau visualization skills
Knowledge of the software development lifecycle and proven ability to execute in an agile environment
Strong facilitation skills, including ability to drive business use cases, and discovery process
Proven ability to lead multiple initiatives, think strategically and drive projects to completion
Strategic thinking and planning
Strong organizational skills
Curious and innovative
Effective and strong written and oral communication skills
Ability to work in a dynamic and changing environment
Knowledge of Agile philosophy and workflow
Knowledge of using version control software such as Gitlab for team collaboration
Advanced machine learning knowledge, and model development
Ability to train new users on these new tools and technologies


High school degree or equivalent required unless otherwise noted above

Location Boston Time Type Full time

$157,050.00 - $191,950.00

The job posting range is the lowest to highest salary we in good faith believe we would pay for this role at the time of this posting. We may ultimately pay more or less than the posted range, and the range may be modified in the future. An employee’s pay position within the salary range will be based on several factors including, but limited to, relevant education, qualifications, certifications, experience, skills, performance, shift, travel requirements, sales or revenue-based metrics, and business or organizational needs and affordability.

This job is also eligible for variable pay.

We offer comprehensive package of benefits including paid time off, medical/dental/vision insurance, 401(k), and a suite of well-being benefits to eligible employees.

No amount of pay is considered to be wages or compensation until such amount is earned, vested, and determinable. The amount and availability of any bonus, commission, or any other form of compensation that are allocable to a particular employee remains in the Company's sole discretion unless and until paid and may be modified at the Company’s sole discretion, consistent with the law.

WHY Blue Cross Blue Shield of MA?
We understand that the confidence gap and imposter syndrome can prevent amazing candidates coming our way, so please don’t hesitate to apply. We’d love to hear from you. You might be just what we need for this role or possibly another one at Blue Cross Blue Shield of MA. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be brilliant. We encourage you to bring us your true colors, , your perspectives, and your experiences. It’s in our differences that we will remain relentless in our pursuit to transform healthcare for ALL.

As an employer, we are committed to investing in your development and providing the necessary resources to enable your success. Learn how we are dedicated to creating an inclusive and rewarding workplace that promotes excellence and provides opportunities for employees to forge their unique career path by visiting our Company Culture page. If this sounds like something you’d like to be a part of, we’d love to hear from you. You can also join our Talent Community to stay “in the know” on all things Blue.

At Blue Cross Blue Shield of Massachusetts, we believe in wellness and that work/life balance is a key part of associate wellbeing. We provide a flexible hybrid work model in which roles are designated as resident (on site 4-5 days/week), mobile (on site 1-3 days/week), or eworker (on site 0-3 days/month).",3.8,"Blue Cross Blue Shield of Massachusetts
3.8","Boston, MA",1001 to 5000 Employees,1937,Nonprofit Organization,Insurance Carriers,Insurance,$100 to $500 million (USD),92,161,126.5,Blue Cross Blue Shield of Massachusetts,MA,86,1,0,1,0,0,data scientist,senior,MA,7972
460,Data Scientist Analyst - Early Career,$92K - $161K (Employer est.),"Job ID: 646174BR
Date posted: Sep. 13, 2023

Description:By bringing together people that use their passion for purposeful innovation, at Lockheed Martin we keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly make Lockheed Martin a great place to work. With our employees as our priority, we provide diverse career opportunities designed to propel development and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy, fulfilling life at and outside of work. At Lockheed Martin, we place an emphasis on empowering our employees by fostering innovation, integrity, and exemplifying the epitome of corporate responsibility. Your Mission is Ours.

Lockheed Martin Aeronautics is seeking a full-time Early Career Data Scientist Analyst. In this role, you will develop AI/ML models for manufacturing processes, support the connected factory framework, and develop applications supporting the LM Digital Factory. The successful candidate will have experience and/or knowledge of complex problem solving and programming.

Must be a US Citizen.; This position will require a government security clearance.; This position is located at a facility that requires special access.


This position requires a government security clearance, you must be a US Citizen for consideration.
Secret

By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.
Part-time Remote Telework: The employee selected for this position will work part of their work schedule remotely and part of their work schedule at a designated Lockheed Martin facility. The specific weekly schedule will be discussed during the hiring process.
Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits.
4x10 hour day, 3 days off per week

At Lockheed Martin, we use our passion for purposeful innovation to help keep people safe and solve the world's most complex challenges. Our people are some of the greatest minds in the industry and truly make Lockheed Martin a great place to work.

With our employees as our priority, we provide diverse career opportunities designed to propel, develop, and boost agility. Our flexible schedules, competitive pay, and comprehensive benefits enable our employees to live a healthy, fulfilling life at and outside of work. We place an emphasis on empowering our employees by fostering an inclusive environment built upon integrity and corporate responsibility.

If this sounds like a culture you connect with, you're invited to apply for this role. Or, if you are unsure whether your experience aligns with the requirements of this position, we encourage you to search on Lockheed Martin Jobs, and apply for roles that align with your qualifications.
4 yr and up College
AERONAUTICS COMPANY
Yes
Data Science
Full-Time
First",4.1,"Lockheed Martin
4.1","Fort Worth, TX",10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),92,161,126.5,Lockheed Martin,TX,28,0,0,0,0,0,data scientist,na,TX,3375
461,Lead Data Scientist,$92K - $161K (Employer est.),"POSITION SUMMARY:
The Lead Data Scientist is a member of the Bioinformatics group. Participates in the design and prototyping of cutting-edge algorithms for analysis of genetic data. Perform data analysis, contributes to our intellectual property portfolio, and interacts closely with our molecular biology team to guide and analyze experiments.
PRIMARY RESPONSIBILITIES:
Independently lead the development and optimization efforts within the Oncology Bioinformatics group for design of high-throughput assays built on next generation sequencing platforms.
Move products through the full development process, from research through commercial launch.",3.4,"Natera
3.4","San Carlos, CA",501 to 1000 Employees,2004,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$100 to $500 million (USD),92,161,126.5,Natera,CA,19,0,0,0,0,0,data scientist,senior,CA,649
462,Sr. Data Scientist(s) - Analytics (Product),$92K - $161K (Employer est.),"About the Role
We are looking for a Senior Data Scientist to join our Analytics team to generate insights and build data products that will allow us to answer some of our toughest questions to help us innovate and grow. You will be solving challenging business problems, performing statistical analyses and identifying and solving data quality issues. You will be collaborating with engineering and product teams to define data requirements and shape strategic direction. If you are passionate about using data to solve hard problems, we want to hear from you!
Our team consists of people that are passionate about creating finely polished and intuitive experiences and, at the same time, obsess over performance and reliability of what we build. We challenge the status quo and strive towards finding the best way to solve problems.",3.7,"Spin
3.7","San Francisco, CA",1001 to 5000 Employees,1970,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),92,161,126.5,Spin,CA,53,0,0,0,0,0,data scientist,senior,CA,833
463,MS Healthcare Data Scientist - Analytics,$92K - $161K (Employer est.),"Company Description

Learn how we’re delivering a better state of care.
We build upon our tradition of excellence in patient care and innovation, to be a national leader in the transformation of health care. Proud to be recognized by Forbes to the America’s Best Large Employers for 2022, UMMS' flagship academic campus, the University of Maryland Medical Center in Baltimore, is recognized regionally and nationally for excellence in specialized care.
University of Maryland Medical System (UMMS) delivers comprehensive health care services throughout Maryland. UMMS physicians and patient care teams work hand-in-hand with University of Maryland School of Medicine specialists to provide primary and specialty care at more than 150 locations across the state, including a network of academic, community and specialty hospitals that together provide 25% of all hospital-based care in Maryland.",3.3,"University of Maryland Medical System
3.3","Linthicum Heights, MD",10000+ Employees,1984,Self-employed,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),92,161,126.5,University of Maryland Medical System,MD,39,0,0,1,0,0,data scientist,na,MD,894
464,Lead Data Scientist,$92K - $161K (Employer est.),"Responsibilities:
Collaborate with stake holders, management lead and DevSecOps lead to define and execute on the analytics roadmap.
Understand the business domain to identify and implement use cases for predictive and prescriptive analytics.
Lead implementation of machine learning algorithms for object detection, photo manipulation and text extraction using computer vision leveraging OpenCV library as well as deep learning frameworks like TensorFlow and PyTorch.
Lead implementation of NLP-based solutions using libraries such as Spark NLP.",4.3,"Planned Systems International
4.3",Remote,201 to 500 Employees,1988,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),92,161,126.5,Planned Systems International,Remote,35,0,0,0,1,0,data scientist,senior,Remote,545
